,Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,EI_nox_py,EI_nvpm_mass_py,EI_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,EI_nox_p3t3_xue,EI_nox_boer,EI_nox_kaiser,EI_nox_kypriandis,EI_nvpm_number_p3t3,EI_nvpm_mass_p3t3,nvpm_ei_n,EI_mass_meem,EI_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_issr,cocip_waypoint,cocip_level,cocip_u_wind,cocip_v_wind,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_width,cocip_depth,cocip_rhi_1,cocip_air_temperature_1,cocip_specific_humidity_1,cocip_altitude_1,cocip_persistent_1,cocip_dT_dz,cocip_ds_dz,cocip_dz_max,cocip_rho_air_1,cocip_iwc_1,cocip_n_ice_per_m_1,cocip_ef,cocip_contrail_age,cocip_global_yearly_mean_rf,cocip_atr20,cocip_sdr_mean,cocip_sdr_min,cocip_sdr_max,cocip_rsr_mean,cocip_rsr_min,cocip_rsr_max,cocip_olr_mean,cocip_olr_min,cocip_olr_max,cocip_rf_sw_mean,cocip_rf_sw_min,cocip_rf_sw_max,cocip_rf_lw_mean,cocip_rf_lw_min,cocip_rf_lw_max,cocip_rf_net_mean,cocip_rf_net_min,cocip_rf_net_max,cocip_cocip,cocip_mean_contrail_altitude,cocip_mean_rhi,cocip_std_rhi,cocip_mean_n_ice_per_m,cocip_std_n_ice_per_m,cocip_mean_r_ice_vol,cocip_mean_width,cocip_mean_depth,cocip_mean_tau_contrail,cocip_mean_tau_cirrus,cocip_max_age,cocip_mean_rf_sw,cocip_mean_rf_lw,cocip_mean_rf_net,cocip_mean_olr,cocip_mean_sdr,cocip_mean_rsr,cocip_contrail_length,cocip_persistent_contrail_length,accf_potential_vorticity,accf_geopotential,accf_relative_humidity,accf_olr,accf_pcfa,accf_issr,accf_sac,accf_aCCF_CH4,accf_aCCF_O3,accf_aCCF_H2O,accf_aCCF_nCont,accf_aCCF_dCont,accf_aCCF_Cont,accf_aCCF_CO2,accf_aCCF_merged,accf_aCCF_NOx,accf_Fin,accf_nox_impact,accf_co2_impact,accf_warming_contrails
104,104,104,1.841477614182692,49.23614501953125,11216.64,250.019999784,34610D,217.5137,40.428112,3.02005,229.77047529866468,62833.00178389727,0.3991133926325932,0.43240074030517,30.03777843261246,32.3198953738012,0.0,2.517961288427569e-05,21871.6140744584,0.4594081389705505,0.2503148202717705,0.5618121003550395,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.777155813056016,16.159924022632662,11.572180365597188,27.80991216805751,1577286257492560.8,9.97764528785184,694.066384413198,1296.49540701808,0.00251796128843,0.0171079028973316,0.216200370152585,16.1599476869006,12.6374560020625,12.637137803824634,0.0025179612884275,0.4539633961870457,11.311082832562862,6.918464877334742,6.433296301035399,7.638826744282982,225352559160266.8,1.662168337532988,443686583497130.9,6.536763517458585,520272354354471.1,0.011311082832562862,4.7691772837729284e-06,3.16,35.8,2024-06-07 11:07:00,0.0,104,218.7161407445841,40.428112,3.02005,0.0,0.0,0.3502972008311399,1167.1548900223647,14960.364185645658,0.8706816247073168,0.4918470376011502,1.6851759818710268,231.4827011825095,0.2657963902396916,0.0,1.0,222.98495140169038,28.117254249628648,53.986961496528444,0.4952061139499037,217.5082,2.7007022461976683e-05,11189.646519251735,0.0,0.014496004766978671,0.0053962027,107.97392299305689,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,14960.364185645658,0.0,5.150829e-06,111950.734,0.479881,-256.43768,0.0,0.0,0.9999999999999998,-4.0434670171346925e-13,1.8416165e-12,6.0798056e-16,0.0,0.0,0.0,7.48e-16,2.0040487358375748e-14,1.437269751991589e-12,1215.7770717289322,4.217743334430806e-13,6.132341891067146e-14,0.0
105,105,105,1.9430622301603613,49.35323941505561,11216.64,250.019999784,34610D,217.61176,39.93533,2.9104133,229.07775104161712,62802.96400546466,0.39921690513339064,0.439537815868994,30.57854539283196,32.9612518266094,25.11703734196501,2.460646455088652e-05,21871.6140744584,0.4432697611038146,0.254821211606933,0.5724592025424505,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7746382536518457,16.48130232690815,11.661007554398031,28.75846862462823,1563035562832891.0,10.0873806878674,696.468726872864,1303.0600143142,0.00246064645509,0.0172486850455679,0.219768907934497,16.4806259133047,12.7411977987833,12.740884290665656,0.0024606464550886,0.4605634682542361,11.430393600575597,7.041883536682919,6.542083278011155,7.712234301369397,238446752972479.3,1.7933482791650448,453131032898499.3,6.500110908319866,518502411834067.4,0.011430393600575597,4.9636137886627404e-06,3.16,35.8,2024-06-07 11:08:00,0.0,105,218.7161407445841,39.93533,2.9104133,0.0,0.0,0.3501393502466242,1166.9075449273269,14872.825615611191,0.8701203174767657,0.4928393583249339,1.6854654976624244,231.48449887909217,0.2567034971493681,0.0,1.0,222.9483202916908,28.117254249628648,54.206827347733444,0.47834934769796117,217.60356,2.641239205441218e-05,11189.536586326132,0.0,0.014657724028874669,0.005120049,108.41365469546689,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,14872.825615611191,0.0,5.426847e-06,111895.9,0.4641375,-254.75815,0.0,0.0,1.0,-4.0468546267437943e-13,1.8400286e-12,6.2925696e-16,0.0,0.0,0.0,7.480000000000001e-16,2.003671705055145e-14,1.4353430816986524e-12,1214.526722271738,4.326775898724618e-13,6.233560467679343e-14,0.0
106,106,106,2.0444962785050675,49.46957345736229,11224.26,249.50555534,34610D,217.71674,39.39219,2.791413,228.75928266261263,62772.38546007183,0.3983705390737684,0.432320918585978,30.02234441895269,32.3963570043958,-25.12905632351828,2.380797923308042e-05,21845.34895751517,0.4225746976351461,0.2501862034912724,0.5635340861071584,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7733748209104744,16.198021840141664,11.563386557366002,27.97377069342,1574824519136188.8,9.9598154897541,694.619139748437,1298.2577234605,0.00238079792331,0.0171481139657024,0.216160459292989,16.1981785021979,12.6054946757018,12.605194571491213,0.002380797923308,0.4554762506670555,11.324061012805496,6.936897447292979,6.447195317636944,7.641087280613367,227266833847847.8,1.6838185902488183,443769576845356.2,6.471282095734444,516778593547415.1,0.011324061012805496,4.791249690597504e-06,3.16,35.8,2024-06-07 11:09:00,0.0,106,218.45348957515176,39.39219,2.791413,0.0,0.0,0.3495502463719883,1166.6289917818094,14932.59623790268,0.8694799022019023,0.4939683184850729,1.681072055315325,231.45718911544904,0.24496848463257165,0.0,1.0,222.87431646062154,28.117254249628648,53.83611601362176,0.4568997782200698,217.7055,2.5595483708669e-05,11197.341941993189,0.0,0.015145677468610189,0.00514016,107.67223202724352,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,14932.59623790268,0.0,5.7518996e-06,111918.305,0.4444805,-253.46706,0.0,0.0,0.9999999999999999,-4.0460118528796646e-13,1.840607e-12,6.543131e-16,0.0,0.0,0.0,7.480000000000001e-16,2.0070389843185615e-14,1.4360059023241704e-12,1213.2832176653933,4.218090817780968e-13,6.131209853059828e-14,0.0
107,107,107,2.1468152497944075,49.58628845214844,11216.64,248.991110896,34610D,217.82007,38.826992,2.7157202,228.6068765719359,62742.36311565287,0.3984835210170641,0.435758743510758,30.27967235344694,32.685010212674,-25.140832319508355,2.3302041413519764e-05,21871.6140744584,0.4085823005782677,0.2523306029453911,0.5685835099748805,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.772676223636084,16.34233290555345,11.607652627374147,28.36853390769929,1568893770375169.0,10.0171997146429,695.775251263413,1301.11755907381,0.00233020414135,0.0172065049030457,0.217879371755379,16.342505106337,12.6626164339053,12.662321375968205,0.0023302041413519,0.4586426025945152,11.38315331633276,6.995085529987388,6.500710824004478,7.67962079974379,233370892789707.12,1.745330147245641,447966800103441.1,6.47167671999599,517129255065980.56,0.011383153316332759,4.880685868103124e-06,3.16,35.8,2024-06-07 11:10:00,0.0,107,218.7161407445841,38.826992,2.7157202,0.0,0.0,0.34980449805394115,1166.3104960760102,14873.205676786853,0.8689550765927025,0.4948909727038577,1.6834086414510314,231.47172126191597,0.23709483189576763,0.0,1.0,222.85519462789716,28.117254249628648,54.45462160553785,0.442148056151407,217.80399,2.5056033095210426e-05,11189.41268919723,0.0,0.015110116680100703,0.0044971355,108.9092432110757,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,14873.205676786853,0.0,5.901082e-06,111787.414,0.42995358,-254.03279,0.0,0.0,1.0000000000000002,-4.053554567527503e-13,1.8368013e-12,6.6581263e-16,0.0,0.0,0.0,7.480000000000001e-16,2.0022608679357993e-14,1.4314458514394764e-12,1212.027670398055,4.2602478886445454e-13,6.179965361169053e-14,0.0
108,108,108,2.2491615696957235,49.70246887207031,11209.02,248.476666452,34610D,217.92085,38.23089,2.640578,228.75768711484983,62712.08344329942,0.39546388334007915,0.406700744989006,28.093075677603267,30.254329780833,-25.151571224942487,2.274254827666156e-05,21897.91077049745,0.3940740786210352,0.2341089639800272,0.5278717058392846,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7730071904325466,15.126823999944213,11.227487158743251,25.29563253196398,1552686239368939.8,9.52541810859108,687.082453623429,1278.08097955192,0.00227425482767,0.0167211227521483,0.203350372494503,15.1271648904165,12.1612869846539,12.161010412287506,0.0022742548276661,0.4351687219048582,10.930037503771148,6.541606772478788,6.092005313635242,7.387713260895073,186100462483813.25,1.2970703395673893,409370207756553.75,6.486979345714636,518200411723784.6,0.010930037503771148,4.141649045582612e-06,3.16,35.8,2024-06-07 11:11:00,0.0,108,218.97910770497455,38.23089,2.640578,0.0,0.0,0.3500631096614634,1165.9592742199225,14842.216625448658,0.867778528762552,0.49695112940680675,1.6770131497014709,231.43190259879015,0.2289000216233348,0.0,1.0,222.78506578035456,28.117254249628648,55.041522291721485,0.4273305321915376,217.89938,2.448687300352971e-05,11181.49923885414,0.0,0.015092138873565943,0.003882035,110.08304458344297,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,14842.216625448658,0.0,6.0224816e-06,111656.9,0.41489774,-255.08148,0.0,0.0,1.0,-4.061066138611185e-13,1.8330285e-12,6.751705e-16,0.0,0.0,0.0,7.479999999999999e-16,1.9973154101715264e-14,1.4269218173870107e-12,1210.7750760700699,3.805818288500206e-13,5.767862501493682e-14,0.0
109,109,109,2.3519650021114864,49.81824971861758,11201.4,247.962222008,34610D,218.00618,37.65661,2.588224,226.5805019526373,62683.990367621824,0.39846624907161754,0.45691698013975,31.90764809815759,34.5770345308274,-25.16047189176812,2.252881976214606e-05,21924.23908360053,0.3865482679916998,0.2658970674846466,0.5983357064984373,cruise,0,GTF,0,43031,1.237,3.16,3.16,0,0.7655002398167913,17.28860889176314,11.87291820126137,31.064361505058383,1528392843225334.5,10.3439313575304,702.296170852659,1319.56402506236,0.00225288197621,0.0176096919104699,0.228458490069875,17.2885172654137,12.9734518486404,12.973159578666506,0.0022528819762146,0.4768567750636174,11.719885457401986,7.353215922943556,6.809895645412856,7.88923390465844,271976089178820.6,2.144506668626108,477023990177582.9,6.389344163308125,513817467866225.94,0.011719885457401985,5.451072652812201e-06,3.16,35.8,2024-06-07 11:12:00,0.0,109,219.24239083600543,37.65661,2.588224,0.0,0.0,0.350346814546778,1165.5751561668737,14742.198902567992,0.8672615129382322,0.49785285795713635,1.6874094916234461,231.49656268279657,0.22471480069772098,0.0,1.0,222.82744624020762,28.117254249628648,56.09207300662465,0.41967087169436107,217.97845,2.4264193284278157e-05,11173.353963496687,0.0,0.015090723112494119,0.0033035756,112.1841460132493,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,14742.198902567992,0.0,6.0106254e-06,111527.43,0.4071151,-255.2078,0.0,0.0,1.0,-4.068508430164847e-13,1.8292898e-12,6.7425654e-16,0.0,0.0,0.0,7.48e-16,1.991396317224783e-14,1.4224389705217439e-12,1209.5204993795899,4.570308933259787e-13,6.480033165700346e-14,0.0
110,110,110,2.4545047157689144,49.93318176269531,11193.78,248.476666452,34610D,218.07513,37.110497,2.5497904,228.7504579321593,62652.08271952366,0.3692463295373154,0.280271528155222,19.37998206039003,19.46769955094776,-930.5756550003888,2.253425025513016e-05,21950.5990517815,0.3836693468597661,0.1614998505032502,0.3642223723640781,descent,0,GTF,0,43031,1.237,3.16,3.16,0,0.7727092846015635,9.733764737600785,9.514342275781267,15.443291104170772,1087653211958860.2,7.15803591140275,643.54892573704,1171.53619456173,0.00225342502551,0.0146139474414256,0.140135764077611,9.73384977547388,9.58917942187018,9.58896334177055,0.002253425025513,0.323505754298255,9.176130688496691,4.72257069618139,4.341804731476577,6.091600013204488,53634238442628.12,0.2626268660889538,218228306573758.4,4.081955219410475,3024833483101608.5,0.009176130688496691,8.482669513809791e-07,3.16,35.8,2024-06-07 11:13:00,0.0,110,219.505990517815,37.110497,2.5497904,0.0,0.0,0.3506571395609407,1165.1613570223187,14886.742608378127,0.8666208655116296,0.4989672088022158,1.61117439244322,231.01397318832682,0.22319118889170872,0.0,1.0,222.37782430552807,28.117254249628648,56.37400801019845,0.4169159945318586,218.04097,2.4270869174419612e-05,11165.5929959949,0.0,0.015091453314231557,0.00274987,112.7480160203969,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,14886.742608378127,0.0,5.90928e-06,111398.336,0.4044763,-254.93936,0.0,0.0,1.0,-4.075918148115305e-13,1.8255634e-12,6.664445e-16,0.0,0.0,0.0,7.48e-16,1.9848073814331774e-14,1.417971483048837e-12,1208.2707714650676,2.18805038748414e-13,3.974833234019611e-14,0.0
111,111,111,2.5585134405838814,50.04913330078125,10911.84,246.418888676,34610D,218.41318,36.869114,2.7246053,228.10314707559985,62632.70273746328,0.29978291878610513,0.1754907795414254,11.700432798222277,9.92456198468482,-1629.255050487988,2.791110800964775e-05,22948.10184560539,0.4756003133042911,0.0975036066518523,0.2113966962445886,descent,0,GTF,0,43031,1.237,3.16,3.16,0,0.7699261554683783,4.9623955755432725,6.948177011143477,5.046494468890986,596921759937508.1,5.07151573111235,592.231965197677,1042.2008963077,0.00279111080096,0.0121170708853066,0.0877453897707127,4.96228099234241,7.24146871808056,7.241266606306184,0.0027911108009647,0.2116967327544452,7.747712989878768,3.2593301703263062,2.903265002558624,5.076356516393506,145038219813824.97,0.4684338612217972,892993326751119.0,4.2890283390376895,3178279974312544.0,0.007747712989878768,1.2230963107197584e-06,3.16,35.8,2024-06-07 11:14:00,0.0,111,229.48101845605396,36.869114,2.7246053,0.0,0.0,0.36602468487801293,1164.7024536175306,14944.658453904607,0.8662034939378794,0.4996914118631719,1.5173020412209395,230.39112499977955,0.2775806819426858,0.0,1.0,222.02935534322492,28.117254249628648,63.60480078440277,0.5045360961210428,218.54013,2.99472898350428e-05,10880.037599607798,0.0,0.008635950216002186,0.0021704654,127.20960156880554,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,14944.658453904607,0.0,4.710024e-06,108538.55,0.48041582,-254.80704,0.0,0.0,0.9999999999999998,-4.2321597433084384e-13,1.753156e-12,5.7400183e-16,0.0,0.0,0.0,7.48e-16,1.8611222365942855e-14,1.3299400404791375e-12,1207.00543967638,1.0849535349647355e-13,2.488824274718858e-14,0.0
112,112,112,2.6632937869510136,50.16543630826271,10416.54,247.962222008,34610D,220.39838,35.26218,2.2111194,227.4348867993288,62621.00230466505,0.33095413521234057,0.224643634232746,15.53657840426635,14.06650756612812,-1347.9724799851097,3.918294033853813e-05,24793.00291490483,0.559792805216686,0.1294714867022195,0.2684350919768751,descent,0,GTF,0,43031,1.237,3.16,3.16,0,0.764205429434935,7.033414204578568,8.452459908304078,8.586237516628136,763998534307039.0,6.2476085094458,612.164077256272,1085.79421199187,0.00391829403385,0.0128777514558936,0.112321817116373,7.03325378306406,8.72216065833204,8.721818911821975,0.0039182940338538,0.2520840056050515,8.429755839813305,3.831458447081865,3.4966399919466387,5.617552154208734,86945954913310.75,0.330075533705614,665491931223712.5,4.502277038563572,3336302728576595.5,0.008429755839813305,9.261578826466121e-07,3.16,35.8,2024-06-07 11:15:00,0.0,112,247.93002914904838,35.26218,2.2111194,0.0,0.0,0.39188909827716134,1164.2036595404804,13859.42603737198,0.8654036511542778,0.5010753641607669,1.7156766365328073,231.6706028161201,0.3330989066402708,0.0,1.0,223.45333410788032,28.117254249628648,62.049888929592875,0.5865557610601888,220.52602,4.152451286480777e-05,10385.515055535205,0.0,0.006940881397527505,0.0030039472,124.09977785918575,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,13859.42603737198,0.0,2.8779034e-06,103596.65,0.56635237,-254.14835,0.0,0.0,1.0,-4.5015369268664596e-13,1.6414697e-12,4.327759e-16,0.0,0.0,0.0,7.479999999999999e-16,1.666788444252071e-14,1.1913160424715756e-12,1205.730109241701,1.353590671771561e-13,3.185913992179542e-14,0.0
113,113,113,2.760965447676809,50.27320861816406,10005.06,247.447777564,34610D,222.49506,33.584743,1.660235,226.84717956143177,62605.46572626079,0.1647106796962032,0.1307916851238214,7.556603519244048,4.0864853796311,-1967.0707888087209,6.018461191570552e-05,26415.41479283012,0.7043088582778873,0.0629716959937004,0.1268149274298525,descent,0,GTF,0,43031,1.237,3.16,3.16,0,0.7586307019548902,2.0432384768841647,5.01182532780348,2.3323589364261204,1709382912859903.0,4.07640807001107,558.732038621361,965.816712084993,0.00601846119157,0.0107786761404883,0.0653958425619107,2.04324268981555,6.06714977883619,6.066784651756348,0.0060184611915705,0.1602384342963953,6.856090187372515,2.618119971070184,2.237175431248438,4.588779405619833,343953755635702.7,0.8466107610612644,1148103743262094.2,4.683355846288353,3470486768147010.0,0.006856090187372515,1.5592364017629192e-06,3.16,35.8,2024-06-07 11:16:00,0.0,113,264.15414792830126,33.584743,1.660235,0.0,0.0,0.41359902906036417,1163.7431656181539,15780.486593189005,0.8646959781258176,0.5022955956536308,1.4641668485716632,230.02326007002313,0.42776598768838325,0.450309596812701,0.0,222.3802629144504,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,2.1804142e-06,99684.81,0.64865386,-252.9556,0.0,0.0,1.0,-4.714428816602531e-13,1.605185e-12,3.790111e-16,0.0,0.0,0.0,7.48e-16,1.5865657826929826e-14,1.1337420552280714e-12,1204.5461934804894,6.099892258554672e-14,1.854898141760845e-14,0.0
114,114,114,2.8727021088471285,50.395776780985166,9403.08,248.476666452,34610D,225.84477,31.312338,1.0837394,224.6456361474304,62597.90912274154,0.23207349523358559,0.170044682723967,10.356696773404378,7.55913412841808,-1667.0366352168132,9.679723874627014e-05,28942.862701920258,0.8237254166971809,0.0863058064450364,0.1672433858553381,descent,0,GTF,0,43031,1.237,3.16,3.16,0,0.7456760006935896,3.7795786928406616,6.245984346979198,0.838462607772394,595184654615546.0,5.11867732696204,580.681892635805,1008.00895473297,0.00967972387463,0.0114258479408299,0.0850223413619835,3.77956706420904,7.44122815236834,7.440507931745677,0.009679723874627,0.1920842347575215,7.625646478939853,3.0805788588020016,2.742253719539583,5.099079485219522,214160759668677.1,0.6298367051838797,1074062777220146.8,4.895260355501331,3627060658321953.0,0.007625646478939853,1.4651544293784045e-06,3.16,35.8,2024-06-07 11:17:00,0.0,114,289.42862701920257,31.312338,1.0837394,0.0,0.0,0.44645109797683996,1163.116642372221,14649.410693021477,0.8638138753944704,0.5038110644636403,1.7450408771880657,231.8487288179932,0.5169959281026196,0.7056548295050993,0.0,224.55798998564492,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,1.3360186e-06,93716.484,0.78083,-252.9311,0.0,0.0,1.0,-5.03875384698461e-13,1.5622998e-12,3.1392227e-16,0.0,0.0,0.0,7.480000000000001e-16,1.4821438590207787e-14,1.0584243321929052e-12,1203.1909162252844,8.234757028760077e-14,2.411587293965918e-14,0.0
115,115,115,2.977005807976973,50.50946044921875,8892.54,240.759999792,34610D,229.35919,29.862795,0.7561742,221.69923311591424,62587.55242596813,0.259354744741886,0.196421379851438,12.471346686527644,9.88781206114546,-1621.2433797342617,0.0001581267902351,31236.70418127278,0.956788068388958,0.103927889054397,0.196979571354802,descent,0,GTF,0,43031,1.237,3.16,3.16,0,0.7302361549562699,4.943014385546792,7.112212458983025,1.623386004557941,435350167642577.06,5.79758393480834,593.508643128126,1032.61538173723,0.0158126790235,0.0118079805213928,0.098210689925719,4.94390603057273,8.31731469642829,8.315999714085907,0.01581267902351,0.2140043049840865,8.052854619538058,3.3796280083292563,3.0759911707933267,5.417572223816109,153979564230191.8,0.5024874148566028,968390994750118.6,5.056505824487486,3746000668586151.0,0.008052854619538058,1.3271310870636676e-06,3.16,35.8,2024-06-07 11:18:00,0.0,115,312.3670418127278,29.862795,0.7561742,0.0014263382,2.140536e-08,0.47445115404162463,1162.5322589964803,14128.545027757318,0.8633926492285676,0.5045325888959756,1.9528177276552179,233.03831180743452,0.6216358574984873,0.9103442633520955,0.0,226.33013303051334,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,7.990647e-07,88664.49,0.8689909,-252.35466,0.02848197519056246,0.02848197519056246,0.9999999999999999,-5.312780780785789e-13,1.6020246e-12,2.7253208e-16,1.6845624225746862e-14,9.48283709519248e-15,9.48283709519248e-15,7.48e-16,1.6457490654553718e-14,1.07074651131486e-12,1201.9330117918344,1.0161937857690724e-13,2.785663722763482e-14,1.1175791682864655e-13
116,116,116,3.0779788368626644,50.619049072265625,8397.24,234.586666464,34610D,233.48477,29.413828,0.41862518,220.45225810958937,62575.081079281605,0.21824859007277725,0.1853750777794328,11.217964446265556,7.89713714315596,-1527.3214896080117,0.0002474095067962,33600.61550930239,1.0025221900017145,0.0934830370522129,0.1757244985290951,descent,0,GTF,0,43031,1.237,3.16,3.16,0,0.7196850418837817,3.947602868444252,6.591886493082932,1.334343855894044,965029611294095.0,5.55658059524918,587.795440191015,1018.18434190756,0.0247409506796,0.0115385124978319,0.0926875388897164,3.94856857157798,8.03288456004466,8.030897639620513,0.0247409506796199,0.2038671103623423,7.876497235507044,3.2336318245266185,2.931778996995768,5.307552949428065,178435174800197.47,0.5559317343574703,1017927513011614.2,5.210835150316482,3859711170715284.0,0.007876497235507044,1.3917286377814516e-06,3.16,35.8,2024-06-07 11:19:00,1.0,116,336.0061550930239,29.413828,0.41862518,0.010964488,1.8790759e-07,0.501338577757249,1161.9492524224545,14029.038736746696,0.8627136828170314,0.5056926947072446,1.990300942051891,233.24088348114492,0.678412822978583,inf,0.0,226.93780938608907,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,4.5789125e-07,83780.266,0.9223976,-253.20363,0.13327634028836374,0.13327634028836374,0.9999999999999999,-5.577269777307216e-13,1.7155152e-12,2.4623327e-16,7.880854278970098e-14,4.466376266174445e-14,4.466376266174445e-14,7.480000000000001e-16,2.3191682918461115e-14,1.1577882776514435e-12,1200.711221880377,1.0142963663878641e-13,2.6290041830741385e-14,4.967729086405802e-13
117,117,117,3.1787109375,50.727787341101696,7932.42,230.985555356,34610D,237.38817,29.056137,0.28763685,215.692976458856,62563.86311483535,0.2735135079701287,0.235054995921068,15.3465187761654,12.82607281489796,-1230.5887262482695,0.0003270361189315,35948.83900001084,0.9192837651897802,0.127887656468045,0.2378607361130672,descent,0,GTF,0,43031,1.237,3.16,3.16,0,0.6983347799271664,6.4129311971691365,8.24025000526273,2.9265849932114305,496861492179269.25,6.7559919387821,611.386434702669,1066.80261503629,0.0327036118932,0.0123445338672931,0.117527497960534,6.41303640744898,9.52061043567816,9.51749787011278,0.03270361189315,0.2503560479620543,8.578528716209656,3.817079197564422,3.575042494586734,5.86129472973265,90103228272462.2,0.339911262691495,688934084311088.0,5.35969640745104,3969529350401092.0,0.008578528716209656,9.577526849566492e-07,3.16,35.8,2024-06-07 11:20:00,0.0,117,359.48839000010844,29.056137,0.28763685,0.024847152,3.577427e-07,0.5275556095367621,1161.33933690161,13375.930804320993,0.8909508361320255,0.45409977713674843,2.2915394323143246,234.75644990231987,0.6465645543286849,inf,0.0,228.11700246781322,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,3.0894552e-07,79128.375,0.9120921,-253.8595,0.0,0.0,1.0,-5.828744318122591e-13,1.8630273e-12,2.3475206e-16,0.0,0.0,0.0,7.48e-16,1.7624739559718942e-14,1.2801528855637608e-12,1199.4989124621238,1.5488001623396695e-13,3.33356875655226e-14,0.0
118,118,118,3.265166411528716,50.83488464355469,7559.04,223.268888696,34610D,240.38718,28.675665,0.34421816,211.96146407969565,62548.51659605918,0.2986518868622425,0.276343023620478,18.828909152804137,16.75476327757506,-1006.845389379059,0.0003827537301217,37929.84644511947,0.821575244109281,0.1569075762733678,0.2887998891155232,descent,0,GTF,0,43031,1.237,3.16,3.16,0,0.6819593320456636,8.37682625051583,9.526559993441182,5.704915558844842,627999403258733.1,7.73302067629196,627.779111128343,1099.94704998809,0.0382753730122,0.0128944510496956,0.138171511810239,8.37738163878753,10.7155792268878,10.711479368204497,0.03827537301217,0.2876757935207992,9.066296609653971,4.29106100731662,4.102158909640901,6.31438243385281,60394124240290.71,0.2602271603440401,333628657646463.5,5.47906285432698,4057544874539317.0,0.009066296609653971,4.879095573105271e-07,3.16,35.8,2024-06-07 11:21:00,0.0,118,379.2984644511947,28.675665,0.34421816,0.035368223,2.945319e-07,0.5496829047877457,1160.691198801667,13331.442382184781,0.8960625382032098,0.44392784056513185,2.5045997134075106,235.7252489942766,0.5952543929507929,inf,0.0,228.65780080352448,,,,,,,,,,,,,,0.0,0 days 00:00:00,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,3.343649e-07,75445.02,0.82326543,-254.625,0.0,0.0,1.0000000000000002,-6.027334611736999e-13,2.028661e-12,2.3671146e-16,0.0,0.0,0.0,7.48e-16,1.952177097813568e-14,1.4259276553355904e-12,1198.2971456237633,2.1435181774780496e-13,3.919118868427509e-14,0.0
